dev,cosine_similarity
failall,0.21
JustRed23,0.14
Shadows-of-Fire,0.13
Kovak,0.11
Jonathing,0.11
bconlon1,0.11
coehlrich,0.09
pupnewfster,0.08
XFactHD,0.07
Matyrobbrt,0.06
