dev,cosine_similarity
LexManos,0.35
cpw,0.32
Shadows-of-Fire,0.1
Jonathing,0.09
RealMangorage,0.06
SizableShrimp,0.06
pupnewfster,0.06
Kovak,0.04
JustRed23,0.04
ChampionAsh5357,0.04
