dev,cosine_similarity
bconlon1,0.09
Minecraftschurli,0.08
pupnewfster,0.07
XFactHD,0.05
Matyrobbrt,0.05
LexManos,0.04
Shadows-of-Fire,0.03
cpw,0.03
ChampionAsh5357,0.03
SizableShrimp,0.01
