dev,cosine_similarity
JustRed23,0.15
Jonathing,0.11
bconlon1,0.11
Shadows-of-Fire,0.06
Matyrobbrt,0.05
pupnewfster,0.04
LexManos,0.03
cpw,0.03
ChampionAsh5357,0.03
SizableShrimp,0.02
