dev,cosine_similarity
XFactHD,0.23
SizableShrimp,0.15
LexManos,0.14
Shadows-of-Fire,0.11
coehlrich,0.1
Kovak,0.1
pupnewfster,0.1
Jonathing,0.09
ChampionAsh5357,0.08
Matyrobbrt,0.08
