dev,cosine_similarity
Kovak,0.18
failall,0.16
Jonathing,0.16
coehlrich,0.14
RealMangorage,0.12
JustRed23,0.11
XFactHD,0.1
bconlon1,0.08
Shadows-of-Fire,0.06
pupnewfster,0.06
