dev,cosine_similarity
LexManos,0.12
cpw,0.12
Jonathing,0.11
ferriarnus,0.09
RealMangorage,0.07
Shadows-of-Fire,0.06
Kovak,0.06
pupnewfster,0.06
XFactHD,0.05
coehlrich,0.04
