dev,cosine_similarity
LegoMaster3650,0.14
JustRed23,0.08
LexManos,0.07
PaintNinja,0.07
pupnewfster,0.07
cpw,0.06
XFactHD,0.06
ChampionAsh5357,0.05
SizableShrimp,0.05
Shadows-of-Fire,0.04
