dev,cosine_similarity
Jonathing,0.22
RealMangorage,0.21
LegoMaster3650,0.16
Kovak,0.14
Shadows-of-Fire,0.12
ferriarnus,0.12
JustRed23,0.1
Minecraftschurli,0.08
XFactHD,0.07
coehlrich,0.06
