dev,cosine_similarity
LexManos,0.08
ChampionAsh5357,0.05
Minecraftschurli,0.05
XFactHD,0.04
pupnewfster,0.04
coehlrich,0.03
SizableShrimp,0.03
Jonathing,0.03
bconlon1,0.03
cpw,0.02
