dev,cosine_similarity
LexManos,0.13
cpw,0.13
Tkain,0.1
RealMangorage,0.04
Shadows-of-Fire,0.04
PaintNinja,0.04
pupnewfster,0.04
coehlrich,0.03
Kovak,0.03
ChampionAsh5357,0.03
