dev,cosine_similarity
LexManos,0.05
cpw,0.04
pupnewfster,0.04
XFactHD,0.03
SizableShrimp,0.02
RealMangorage,0
coehlrich,0
Shadows-of-Fire,0
PaintNinja,0
failall,0
