dev,cosine_similarity
LexManos,0.08
cpw,0.08
Shadows-of-Fire,0.07
Jonathing,0.07
SizableShrimp,0.04
pupnewfster,0.03
RealMangorage,0
coehlrich,0
PaintNinja,0
failall,0
