dev,cosine_similarity
pupnewfster,0.16
JustRed23,0.11
Jonathing,0.09
failall,0.08
LexManos,0.07
Shadows-of-Fire,0.06
ChampionAsh5357,0.06
XFactHD,0.06
cpw,0.05
SizableShrimp,0.05
