dev,cosine_similarity
JustRed23,0.22
Jonathing,0.17
failall,0.16
bconlon1,0.16
Kovak,0.09
Matyrobbrt,0.08
coehlrich,0.07
Shadows-of-Fire,0.07
ChampionAsh5357,0.06
XFactHD,0.06
