dev,cosine_similarity
LexManos,0.08
cpw,0.07
bconlon1,0.06
Minecraftschurli,0.05
pupnewfster,0.05
Matyrobbrt,0.04
XFactHD,0.03
Shadows-of-Fire,0.02
ChampionAsh5357,0.02
SizableShrimp,0.02
