dev,cosine_similarity
RealMangorage,0.16
Kovak,0.13
Jonathing,0.11
coehlrich,0.09
XFactHD,0.07
Shadows-of-Fire,0.05
cpw,0.05
LexManos,0.04
pupnewfster,0.04
ChampionAsh5357,0.03
