dev,cosine_similarity
Kovak,0.1
nathanatnorthernbingedotcom,0.1
cpw,0.09
coehlrich,0.08
LexManos,0.08
RealMangorage,0.07
Shadows-of-Fire,0.06
JustRed23,0.06
PaintNinja,0.05
Minecraftschurli,0.05
