dev,cosine_similarity
Shadows-of-Fire,0.13
PaintNinja,0.08
SizableShrimp,0.04
LexManos,0.01
RealMangorage,0
coehlrich,0
failall,0
Kovak,0
cpw,0
JustRed23,0
