dev,cosine_similarity
LegoMaster3650,0.17
ferriarnus,0.12
RealMangorage,0.11
JustRed23,0.11
Minecraftschurli,0.09
Jonathing,0.08
LexManos,0.07
Kovak,0.06
cpw,0.06
Shadows-of-Fire,0.05
