dev,cosine_similarity
SizableShrimp,0.49
LexManos,0.16
pupnewfster,0.15
Shadows-of-Fire,0.13
cpw,0.13
XFactHD,0.13
PaintNinja,0.08
ChampionAsh5357,0.08
JustRed23,0.06
LegoMaster3650,0.06
