dev,cosine_similarity
Jonathing,0.09
cpw,0.06
Shadows-of-Fire,0.05
LexManos,0.05
SizableShrimp,0.02
RealMangorage,0
coehlrich,0
PaintNinja,0
failall,0
Kovak,0
