dev,cosine_similarity
JustRed23,0.32
Jonathing,0.25
Shadows-of-Fire,0.09
ChampionAsh5357,0.09
pupnewfster,0.09
XFactHD,0.08
SizableShrimp,0.04
LexManos,0.02
cpw,0.02
RealMangorage,0
