dev,cosine_similarity
JustRed23,0.14
pupnewfster,0.12
Jonathing,0.11
coehlrich,0.1
Shadows-of-Fire,0.08
SizableShrimp,0.07
LexManos,0.05
Matyrobbrt,0.05
ChampionAsh5357,0.04
XFactHD,0.04
