dev,cosine_similarity
LexManos,0.05
cpw,0.05
XFactHD,0.05
pupnewfster,0.05
SizableShrimp,0.04
RealMangorage,0
coehlrich,0
Shadows-of-Fire,0
PaintNinja,0
failall,0
