dev,cosine_similarity
Kovak,0.16
failall,0.14
Jonathing,0.14
coehlrich,0.12
RealMangorage,0.11
JustRed23,0.1
XFactHD,0.09
bconlon1,0.07
Shadows-of-Fire,0.06
ChampionAsh5357,0.05
