dev,cosine_similarity
failall,0.19
JustRed23,0.13
XFactHD,0.11
Kovak,0.1
Jonathing,0.1
bconlon1,0.1
coehlrich,0.08
SizableShrimp,0.08
pupnewfster,0.07
ChampionAsh5357,0.06
