dev,cosine_similarity
failall,0.2
JustRed23,0.14
Kovak,0.11
Jonathing,0.11
bconlon1,0.11
coehlrich,0.09
Shadows-of-Fire,0.08
XFactHD,0.07
Matyrobbrt,0.06
pupnewfster,0.05
