dev,cosine_similarity
Jonathing,0.09
pupnewfster,0.07
JustRed23,0.06
LexManos,0.05
SizableShrimp,0.05
bconlon1,0.05
Shadows-of-Fire,0.04
ChampionAsh5357,0.04
cpw,0.02
XFactHD,0.01
