dev,cosine_similarity
JustRed23,0.16
PaintNinja,0.13
Matyrobbrt,0.08
cpw,0.05
Shadows-of-Fire,0.04
LexManos,0.04
ChampionAsh5357,0.04
pupnewfster,0.04
SizableShrimp,0.03
RealMangorage,0
