dev,cosine_similarity
nathanatnorthernbingedotcom,0.21
JustRed23,0.15
Kovak,0.11
Shadows-of-Fire,0.1
coehlrich,0.09
SizableShrimp,0.07
ChampionAsh5357,0.05
pupnewfster,0.04
LexManos,0.01
cpw,0.01
