dev,cosine_similarity
LegoMaster3650,0.51
ferriarnus,0.37
RealMangorage,0.34
JustRed23,0.32
Minecraftschurli,0.27
Jonathing,0.24
Kovak,0.19
Shadows-of-Fire,0.15
pupnewfster,0.11
Matyrobbrt,0.1
