dev,cosine_similarity
pupnewfster,0.07
XFactHD,0.06
Shadows-of-Fire,0.05
LexManos,0.04
cpw,0.04
SizableShrimp,0.03
RealMangorage,0
coehlrich,0
PaintNinja,0
failall,0
