dev,cosine_similarity
pupnewfster,0.19
ChampionAsh5357,0.17
ferriarnus,0.15
Shadows-of-Fire,0.14
Jonathing,0.14
Kovak,0.12
JustRed23,0.12
LegoMaster3650,0.12
SizableShrimp,0.12
XFactHD,0.11
