dev,cosine_similarity
Kovak,0.13
ferriarnus,0.13
pupnewfster,0.11
Jonathing,0.08
Shadows-of-Fire,0.06
XFactHD,0.06
LexManos,0.05
cpw,0.04
ChampionAsh5357,0.04
SizableShrimp,0.03
