dev,cosine_similarity
ChampionAsh5357,0.06
SizableShrimp,0.04
RealMangorage,0
coehlrich,0
Shadows-of-Fire,0
LexManos,0
PaintNinja,0
failall,0
Kovak,0
cpw,0
