dev,cosine_similarity
ferriarnus,0.1
LexManos,0.09
cpw,0.08
Shadows-of-Fire,0.02
pupnewfster,0.01
RealMangorage,0
coehlrich,0
PaintNinja,0
failall,0
Kovak,0
