dev,cosine_similarity
LexManos,0.08
cpw,0.08
Shadows-of-Fire,0.07
SizableShrimp,0.06
Jonathing,0.06
bconlon1,0.06
Minecraftschurli,0.05
XFactHD,0.05
pupnewfster,0.05
Matyrobbrt,0.04
