dev,cosine_similarity
Jonathing,0.11
pupnewfster,0.1
SizableShrimp,0.09
XFactHD,0.09
RealMangorage,0.08
Kovak,0.07
coehlrich,0.05
Shadows-of-Fire,0.05
ChampionAsh5357,0.05
LexManos,0.04
