dev,cosine_similarity
XFactHD,0.06
pupnewfster,0.05
SizableShrimp,0.04
LexManos,0.02
cpw,0.01
RealMangorage,0
coehlrich,0
Shadows-of-Fire,0
PaintNinja,0
failall,0
