dev,cosine_similarity
bconlon1,0.08
Minecraftschurli,0.07
XFactHD,0.07
pupnewfster,0.07
LexManos,0.06
cpw,0.05
Matyrobbrt,0.05
Shadows-of-Fire,0.03
ChampionAsh5357,0.03
SizableShrimp,0.03
