dev,cosine_similarity
JustRed23,0.23
Shadows-of-Fire,0.09
Jonathing,0.08
bconlon1,0.08
SizableShrimp,0.07
pupnewfster,0.05
LexManos,0.04
cpw,0.04
Matyrobbrt,0.03
ChampionAsh5357,0.02
