dev,cosine_similarity
JustRed23,0.19
coehlrich,0.15
failall,0.15
Jonathing,0.15
bconlon1,0.15
pupnewfster,0.1
Kovak,0.08
ChampionAsh5357,0.07
Matyrobbrt,0.07
Shadows-of-Fire,0.06
