dev,cosine_similarity
RealMangorage,0.11
LexManos,0.11
cpw,0.09
LegoMaster3650,0.09
Kovak,0.08
Jonathing,0.08
Shadows-of-Fire,0.06
ferriarnus,0.06
JustRed23,0.05
Minecraftschurli,0.05
