dev,cosine_similarity
LegoMaster3650,0.21
ferriarnus,0.15
RealMangorage,0.14
JustRed23,0.13
Minecraftschurli,0.11
Jonathing,0.1
Kovak,0.08
Shadows-of-Fire,0.06
cpw,0.05
LexManos,0.04
