dev,cosine_similarity
Jonathing,0.17
RealMangorage,0.13
Kovak,0.1
Shadows-of-Fire,0.08
coehlrich,0.07
LexManos,0.05
cpw,0.05
SizableShrimp,0.05
XFactHD,0.05
ChampionAsh5357,0.03
