dev,cosine_similarity
cpw,0.13
LexManos,0.12
PaintNinja,0.02
Shadows-of-Fire,0.01
SizableShrimp,0.01
XFactHD,0.01
pupnewfster,0.01
RealMangorage,0
coehlrich,0
failall,0
