dev,cosine_similarity
Jonathing,0.16
pupnewfster,0.16
bconlon1,0.15
Shadows-of-Fire,0.13
SizableShrimp,0.11
JustRed23,0.1
ChampionAsh5357,0.07
Minecraftschurli,0.07
XFactHD,0.07
Matyrobbrt,0.05
