dev,cosine_similarity
LexManos,0.11
cpw,0.08
JustRed23,0.05
Jonathing,0.03
bconlon1,0.03
Shadows-of-Fire,0.02
ChampionAsh5357,0.02
SizableShrimp,0.02
pupnewfster,0.02
XFactHD,0.01
