dev,cosine_similarity
SizableShrimp,0.08
cpw,0.03
XFactHD,0.03
pupnewfster,0.03
LexManos,0.02
RealMangorage,0
coehlrich,0
Shadows-of-Fire,0
PaintNinja,0
failall,0
