dev,cosine_similarity
LexManos,0.07
XFactHD,0.06
cpw,0.05
pupnewfster,0.05
ChampionAsh5357,0.03
SizableShrimp,0.02
RealMangorage,0
coehlrich,0
Shadows-of-Fire,0
PaintNinja,0
