dev,cosine_similarity
Kovak,0.17
Jonathing,0.17
JustRed23,0.16
RealMangorage,0.12
coehlrich,0.12
Minecraftschurli,0.12
Shadows-of-Fire,0.11
failall,0.1
SizableShrimp,0.1
pupnewfster,0.09
