dev,cosine_similarity
LegoMaster3650,0.24
ferriarnus,0.18
RealMangorage,0.16
JustRed23,0.15
Minecraftschurli,0.13
Jonathing,0.11
Matyrobbrt,0.1
Kovak,0.09
pupnewfster,0.08
Shadows-of-Fire,0.07
