dev,cosine_similarity
JustRed23,0.11
Shadows-of-Fire,0.1
Jonathing,0.08
bconlon1,0.08
pupnewfster,0.08
LexManos,0.05
cpw,0.04
Matyrobbrt,0.03
ChampionAsh5357,0.02
SizableShrimp,0.02
