dev,cosine_similarity
failall,0.24
JustRed23,0.16
Kovak,0.13
Jonathing,0.12
bconlon1,0.12
coehlrich,0.11
XFactHD,0.08
Matyrobbrt,0.07
ChampionAsh5357,0.05
pupnewfster,0.05
