dev,cosine_similarity
LexManos,0.07
JustRed23,0.07
cpw,0.06
Shadows-of-Fire,0.05
Jonathing,0.05
bconlon1,0.05
pupnewfster,0.03
SizableShrimp,0.02
Matyrobbrt,0.02
ChampionAsh5357,0.01
