id;issue_id;date;creator_login;status;closed_at;merged;merged_at;number
234788373;385928935;2018-11-29 21:14:51;glaba13;closed;2018-11-29 21:15:40;False;NA;2
234788067;385928542;2018-11-29 21:13:47;glaba13;closed;2018-11-29 21:14:02;False;NA;1
