dev,cosine_similarity
mimame,0.37
hutou,0.37
KarthikMAM,0.26
igor-alexandrov,0.22
icy-arctic-fox,0.18
wooster0,0.14
j8r,0.13
ysbaddaden,0.11
firejox,0.11
straight-shoota,0.1
