dev,cosine_similarity
firejox,0.18
oprypin,0.15
jhass,0.12
jkthorne,0.12
makenowjust,0.09
asterite,0.09
waj,0.07
wooster0,0.07
bcardiff,0.06
ysbaddaden,0.06
