dev,cosine_similarity
TedTran2019,0.87
KarthikMAM,0.32
jan-zajic,0.29
j8r,0.15
jhass,0.12
makenowjust,0.11
wooster0,0.1
oprypin,0.07
waj,0.07
asterite,0.07
