dev,cosine_similarity
jhass,0.1
straight-shoota,0.08
bcardiff,0.06
RX14,0.06
makenowjust,0.05
waj,0.05
asterite,0.05
ysbaddaden,0.03
lbguilherme,0
sam0x17,0
