dev,cosine_similarity
straight-shoota,0.32
makenowjust,0.32
bcardiff,0.31
jhass,0.31
ysbaddaden,0.27
RX14,0.27
wooster0,0.26
ilanpillemer,0.24
asterite,0.24
oprypin,0.23
