dev,cosine_similarity
ysbaddaden,0.16
bcardiff,0.15
jhass,0.13
waj,0.11
ffwff,0.09
j8r,0.08
RX14,0.08
asterite,0.08
makenowjust,0.05
straight-shoota,0.03
