dev,cosine_similarity
jkthorne,0.43
wooster0,0.42
jhass,0.41
makenowjust,0.39
asterite,0.33
straight-shoota,0.32
ysbaddaden,0.32
j8r,0.31
bcardiff,0.3
RX14,0.3
